epoch,acc,loss,val_acc,val_loss
0,0.5444823129362864,2.938061407974428,0.6448202904384686,2.5803117978900483
1,0.5638735456014999,2.8777106433374815,0.6321353012613212,2.5329760491974005
2,0.5697496766166494,2.8694995590012256,0.6469344553433312,2.562370661197203
3,0.5737454460824134,2.816721083765123,0.6585623725272133,2.552414646108357
4,0.5738629684183177,2.817508537994315,0.6469344553433312,2.5477765589385406
5,0.5864378892376498,2.7890187153764106,0.5898520029120415,2.5782618139561335
6,0.592431543068539,2.7657928845621553,0.6458773731429279,2.548682679081568
7,0.5996004228783013,2.7393671718715766,0.6226215699006337,2.5550758682396144
8,0.6080620518749504,2.7114053664945494,0.6532769508140032,2.5947799551562576
9,0.6124103888107504,2.6913157403223913,0.6247357251024145,2.5677786165765677
10,0.6051239863113366,2.6982843154941296,0.6627906926338567,2.601845946926899
11,0.6075919613895355,2.6964182889003396,0.6564481979192689,2.564487678556059
12,0.6106475494641761,2.6763229986828074,0.6617336096773692,2.689683481704357
13,0.6235750381458183,2.641134509974157,0.6543340335184625,2.5732121815389104
14,0.6231049475062956,2.6443743069705117,0.6659619399911505,2.61681115602086
15,0.6226348571539738,2.637995607803341,0.6627906926338567,2.6008055658723537
16,0.6303913502648906,2.5998393341606465,0.6078224066195982,2.584340971569682
17,0.6362674812940499,2.582105908638751,0.6025369946094699,2.5848889673487077
18,0.6320366668762815,2.5833446994092886,0.6088794893240576,2.5541504976865355
19,0.6369726173128752,2.5653802701289035,0.6279069724597084,2.533899905565677
20,0.6307439180081172,2.563759999600795,0.6670190221915537,2.567343052043471
21,0.6335644612498367,2.556125364343937,0.6131078188817547,2.5230218855069504
22,0.6375602304354049,2.5455589203650164,0.6025369948614979,2.548104829062367
23,0.640028205247418,2.52855718053176,0.6141649013341859,2.581315281023183
24,0.6390880245357692,2.518508385233375,0.5993657482602883,2.5867509761269956
25,0.6439064520690623,2.5076450406069033,0.6300211383726834,2.573431326017319
26,0.6509578094553592,2.499039963670561,0.6088794893240576,2.5390131614676994
27,0.6523680806594276,2.4815020008111817,0.5919661713452974,2.5121875162104472
28,0.6468445174995832,2.483001291072387,0.6363636325832149,2.549646085714941
29,0.6544834878753167,2.457517068917609,0.6437632084900935,2.6508490126934414
30,0.6601245737773493,2.452342247539856,0.5560253727511674,2.5614476697893527
31,0.6631801621321857,2.4425542221210557,0.6405919611327996,2.5549253404266485
32,0.6683511576959061,2.428721451257788,0.594080338770441,2.5055502741331783
33,0.668233635079806,2.432834803981021,0.563424948910074,2.5280260772584104
34,0.6670584085755658,2.4115770327973443,0.5835095124819314,2.533644474081963
35,0.6698789514950599,2.4066718793641053,0.6046511595143325,2.5027773496212466
36,0.6784581031288239,2.392910504315908,0.47780127045216064,2.6510037750824815
