epoch,acc,loss,val_acc,val_loss
0,0.5494182630051232,1.8268287097095028,0.36786469338308175,1.5733469845628638
1,0.5765659888968343,1.604300667037834,0.5221987321941344,1.3272972003602075
2,0.585732753639118,1.5650371115697175,0.3562367864063376,1.6376113397626493
3,0.6078270066497553,1.4767487904260268,0.5856236781428783,1.276861707957552
4,0.6137031376649048,1.4643049029965478,0.6057082442350166,1.330642826713417
5,0.6200493594526698,1.4174411931207702,0.41014799072424907,1.3955314492070399
6,0.6288635561575213,1.4171339535015508,0.6437632079860373,1.5454809988275895
7,0.6437889293268741,1.3618542563272202,0.6300211381206553,1.4154582331094883
8,0.6453167235533266,1.349742735843006,0.5623678669616989,1.3066306532563416
9,0.6390880245217594,1.3490692664431214,0.6437632079860373,1.584826538225057
10,0.6535433071776778,1.303828858645546,0.6437632079860373,1.6303464242318215
11,0.6641203429769273,1.2997203151464378,0.5972515851196225,1.345979439531774
12,0.6624750264075657,1.2798486140208907,0.6448202919506372,1.2938406795074269
13,0.6695263839199507,1.276904815904037,0.6606765297452188,1.2834406428306855
14,0.6746973793435733,1.2584959466808452,0.49788583755241134,1.4390494929307611
15,0.6902103654533285,1.2241486176324796,0.6469344553433312,1.6320012316391281
16,0.6876248677450196,1.2281176099094664,0.5708245263291212,1.344310496372602
17,0.6891526619784769,1.218573454642691,0.5792811844364029,1.335387966345531
18,0.695733928739261,1.1974317423954652,0.615221985802842,1.347660897902152
19,0.6889176167462768,1.2010260219929263,0.6511627859091406,1.424665954349913
20,0.7123046185970586,1.1625530614963864,0.6226215624658048,1.2939217514013892
21,0.7039605123496024,1.1736206757026213,0.6437632079860373,1.6434381875124844
22,0.7197085437125725,1.1361254688603208,0.6109936554890606,1.288522073632819
23,0.7167704784221495,1.1466855417898951,0.6289640569283644,1.298921237536263
24,0.7275825597407998,1.1166736260888326,0.5232558118742566,1.3916227321040051
25,0.7311082382868453,1.0975527614302552,0.6384777964799652,1.7258694983435987
26,0.738512163416369,1.0882211870922438,0.6448202927067215,1.3630735133213423
27,0.7454459984597567,1.078327765586948,0.5528541200382765,1.34233907816526
28,0.75919614506883,1.0593205867467637,0.6342494679303804,1.642034128906863
29,0.7456810437059666,1.0735683458954541,0.6363636315751026,1.624809558497423
30,0.7521447878366408,1.0546181222809399,0.5983086663119133,1.3244055522168665
31,0.7618991654142536,1.0515155714482003,0.6405919626449682,1.3661469248838203
32,0.7604888939299893,1.0455379600403858,0.6321353045376864,1.5492760023657413
33,0.7680103419558088,1.0287302250110637,0.5517970384049365,1.2940023860266043
34,0.763191914268408,1.022887278421321,0.6268498910153895,1.5446498721648976
35,0.771653543279067,1.0195500011491165,0.6067653259313636,1.3743781143716727
36,0.7650722762450921,1.0191461081958177,0.6162790680032452,1.3459410906846125
37,0.7774121519443025,1.0049666295265645,0.5517970391610209,1.351472109367177
38,0.782935715104147,0.9974108607273906,0.5993657485123165,1.3104468760480337
39,0.7846985543036183,0.9888491022809578,0.6268498917714738,1.5830436750899914
40,0.7862263486841784,0.9823735107236834,0.5729386887137028,1.4203949650044674
41,0.790339640205651,0.9761652701581066,0.6363636338433554,1.3128079354889044
42,0.789987072476434,0.9766645891109663,0.6078224078797386,1.611282242781012
43,0.7948054998766341,0.9619903463582649,0.6215644797613454,1.3720396868018216
44,0.8027970382547754,0.9478123832469065,0.6437632079860373,1.72853605389343
45,0.8082030791907938,0.9414541382167017,0.6067653251752793,1.65307675305179
46,0.8114937123715464,0.9373780642234981,0.5433403802976547,1.3181424839048002
47,0.8130215066190135,0.926488773812137,0.6025369961216385,1.3754041693931403
48,0.8152544364510026,0.9246844758381083,0.48520084610701114,1.5392218177968806
49,0.8126689388827917,0.9257566107049338,0.6120507381935201,1.4827563442589113
50,0.816429662555964,0.9159638823332581,0.6152219850467577,1.6568975241945358
51,0.8258314725374528,0.9043436152756543,0.6078224081317668,1.487220595805388
52,0.821483135335467,0.9060821819843395,0.6120507374374358,1.3339283194148768
53,0.8191326830274757,0.9093731693465529,0.5930232543017849,1.316325751469957
54,0.8206604771278401,0.9010544298874504,0.6310782213291709,1.5386701986099147
55,0.8295921964698063,0.886288899241414,0.5803382646205814,1.3541473901297023
56,0.8235985426984588,0.8920487721639649,0.535940803634692,1.4005669882131178
57,0.8233634974592539,0.8965573138671751,0.5000000009451053,1.5405241243430978
58,0.8349982371326339,0.8787852930593945,0.6405919618888839,1.7647288737791034
59,0.8299447641990232,0.8799671373813942,0.6194503146044548,1.4057331753079534
60,0.8399341874431395,0.8677610361711975,0.6405919613848277,1.7609344970348269
61,0.8389940063111971,0.8694273334564369,0.5454545459586017,1.4467952644598157
62,0.8425196848782575,0.8628752313485114,0.5676532764515464,1.422931778254519
63,0.844870137634562,0.8571063969036936,0.5517970384049365,1.368544737834003
64,0.8445175696181444,0.8559865700342579,0.6099365727846012,1.6300580995531466
65,0.8552121284607925,0.83763860462555,0.5993657482602883,1.6025610544716833
66,0.8569749676602639,0.8332703103749056,0.5433403785334581,1.3919272649615815
67,0.854036902229743,0.8310080896758741,0.6131078203939232,1.5127768304836926
68,0.8512163591281215,0.8297815572040064,0.5887949239880036,1.3872091261075365
69,0.8667293455250774,0.8147749764152385,0.5443974637581984,1.4086520878507522
70,0.8597955107618855,0.8251732961595486,0.5782241004718031,1.5916436570391344
71,0.8587378070068382,0.8169431508477054,0.5443974617419737,1.4255996405700297
72,0.8599130330977898,0.8161225125293415,0.5613107807288462,1.4350429347403206
73,0.8647314606520975,0.8111339266592446,0.6183932321520235,1.5971820722422692
74,0.8643788929088708,0.8053096265234697,0.5972515836074539,1.682122879250105
75,0.8644964153988828,0.8050434896620646,0.5824524287693597,1.4587395433139598
76,0.8663767773685619,0.8045860778670402,0.6088794895760857,1.4683520683022433
77,0.8719003407945923,0.7906293495657694,0.6247357258584988,1.6341724375589706
78,0.8656716416299323,0.7980685656464944,0.5126849868458875,1.463281177063069
79,0.8689622753570665,0.7941803093353861,0.5676532754434339,1.472787809674382
80,0.868609707200551,0.792557858253761,0.547568710359408,1.4310708386197402
81,0.8737807026171687,0.7887655809015571,0.5200845676043069,1.4508240527884906
82,0.8696674109555983,0.7888220854113197,0.4693446093205418,1.6861705228087767
83,0.8695498883324934,0.7923620879783209,0.5687103573918091,1.4354956916220345
84,0.8737807028973644,0.7796688436243001,0.5221987289177691,1.5685233172604196
85,0.8829474672193546,0.7669598287106513,0.5539112038138553,1.4953737258911133
86,0.8836526032521899,0.7627564466774345,0.49577167145041534,1.5552832505667689
87,0.8808320601645782,0.7647176534340235,0.6141649025943264,1.64881648775387
88,0.8829474672403693,0.7599939296466649,0.6099365725325732,1.591190564455996
89,0.8823598541108347,0.7595377979610316,0.5232558118742566,1.5458675862366755
90,0.8877658949207652,0.7544574761855811,0.5782240994636907,1.521222407419636
91,0.8897637793734514,0.7505419016767017,0.5253699788583509,1.4629704231439635
92,0.8844752616139245,0.7521805828600292,0.5919661718493536,1.6422184214279465
93,0.8896462570305422,0.7488461777135311,0.552854121613452,1.511161996244628
94,0.8888235985287097,0.7461679760655192,0.5570824529353459,1.5010131688249035
95,0.8896462568904443,0.7462420343358027,0.583509511221791,1.5367784807596347
96,0.8903513927761768,0.74710542014713,0.5972515833554258,1.6266011329836372
97,0.883652603245185,0.7481842621581256,0.5211416503087662,1.5495985058346964
98,0.8971677049162637,0.7321005583453899,0.5369978845749547,1.5026883932803197
99,0.8914090962230088,0.7373583713279991,0.5591966158239836,1.4769943108266301
